0,1
5.1,1
10.2,1
15.3,7
20.4,4
25.5,7
30.6,3
35.7,6
40.8,4
45.9,1
51,7
56.1,5
61.2,5
66.3,8
71.4,3
76.5,7
81.6,6
86.7,5
91.8,6
96.9,3
102,8
107.1,3
112.2,2
117.3,5
122.4001,8
127.5001,3
132.6001,5
137.7001,7
142.8001,3
147.9001,3
153.0001,4
158.1001,6
163.2001,1
168.3001,6
173.4001,4
178.5001,7
183.6001,2
188.7001,8
193.8001,4
198.9001,5
204.0002,6
209.1002,5
214.2002,5
219.3002,2
224.4002,2
229.5002,2
234.6002,3
239.7002,2
244.8002,1
249.9002,5
255.0002,8
260.1002,7
265.2002,6
270.3001,4
275.4001,6
280.5001,7
285.6001,1
290.7,6
295.8,2
300.9,7
306,8
311.0999,5
316.1999,2
321.2999,1
326.3999,1
331.4998,8
336.5998,1
341.6998,2
346.7998,4
351.8997,4
356.9997,3
362.0997,8
367.1997,2
372.2997,4
377.3996,8
382.4996,6
387.5996,8
392.6996,7
397.7995,4
402.8995,3
